customer_id,age,income,monthly_income,debt_ratio,revolving_utilization,num_open_credit_lines,num_dependents,num_30_59_days_late,num_60_89_days_late,num_90_days_late,num_mortgages,number_real_estate_loans,default
CUST-014099,71,28951.26,2412.6,0.2636,45.14,5,0,1,0,1,0,0,0
CUST-014100,55,125890.83,10490.9,0.0398,10.54,3,3,1,0,0,1,1,0
CUST-014101,38,48354.07,4029.51,0.3109,46.41,3,1,1,0,0,1,1,0
CUST-014102,70,16109.87,1342.49,0.4764,27.01,1,2,0,0,0,1,1,0
CUST-014103,36,33740.95,2811.75,0.0924,41.42,6,0,0,0,0,1,1,0
CUST-014104,69,6816.7,568.06,0.1854,50.55,1,1,1,1,2,2,2,1
CUST-014105,78,53608.27,4467.36,0.593,26.46,1,3,0,0,0,1,1,0
CUST-014106,23,19648.39,1637.37,0.4252,21.7,1,0,0,0,2,1,1,0
CUST-014107,73,41267.73,3438.98,0.2813,44.37,1,2,0,0,0,0,0,0
CUST-014108,74,20565.51,1713.79,0.1888,49.65,6,0,1,0,0,0,0,0
CUST-014109,55,59718.59,4976.55,0.3745,87.87,7,1,1,1,0,0,0,0
CUST-014110,25,21797.84,1816.49,0.3361,38.33,5,1,2,2,0,0,0,1
CUST-014111,20,70520.28,5876.69,0.1791,15.67,3,0,0,0,0,1,1,0
CUST-014112,73,87931.64,7327.64,0.0842,35.47,6,0,0,1,0,1,1,0
CUST-014113,25,33198.39,2766.53,0.3383,45.27,4,0,3,0,1,0,0,0
CUST-014114,56,12569.99,1047.5,0.1523,37.8,8,2,0,0,0,1,1,0
CUST-014115,53,6810.33,567.53,0.2206,97.4,4,0,1,0,1,3,3,1
CUST-014116,48,15698.06,1308.17,0.1737,32.54,2,0,1,2,2,0,0,1
CUST-014117,61,81186.32,6765.53,0.5283,29.96,2,0,1,1,0,0,0,0
CUST-014118,36,50685.95,4223.83,0.5049,35.1,5,2,0,1,0,1,1,0
CUST-014119,77,54888.16,4574.01,0.6514,18.97,4,1,1,3,0,1,1,0
CUST-014120,50,24419.54,2034.96,0.1134,18.06,7,0,1,0,0,0,0,0
CUST-014121,67,9728.45,810.7,0.7929,75.1,4,0,1,0,1,2,2,0
CUST-014122,24,35832.8,2986.07,0.3749,33.43,3,0,2,1,0,1,1,0
CUST-014123,72,39204.97,3267.08,0.1453,56.82,4,1,2,0,0,1,1,0
CUST-014124,69,10189.16,849.1,0.5166,48.24,3,1,0,0,0,2,2,0
CUST-014125,69,92781.36,7731.78,0.1746,45.69,3,1,0,0,0,1,1,0
CUST-014126,36,59804.07,4983.67,0.2213,40.1,6,0,0,1,1,1,1,0
CUST-014127,37,11122.04,926.84,0.0506,51.99,3,1,0,0,0,1,1,0
CUST-014128,28,92961.4,7746.78,0.5348,55.49,4,1,2,0,0,1,1,0
CUST-014129,69,11566.79,963.9,0.4879,52.1,4,0,1,0,0,0,0,0
CUST-014130,77,33843.7,2820.31,0.3972,72.96,2,1,0,1,1,0,0,1
CUST-014131,31,73297.48,6108.12,0.3198,54.49,7,0,1,1,0,1,1,0
CUST-014132,29,63020.41,5251.7,0.3225,33.67,5,1,0,1,0,1,1,0
CUST-014133,33,213422.52,17785.21,0.5417,52.45,4,0,3,0,1,0,0,1
CUST-014134,60,79543.73,6628.64,0.4659,17.25,7,1,0,0,1,2,2,0
CUST-014135,70,62740.54,5228.38,0.2985,66.99,5,4,2,3,0,0,0,1
CUST-014136,40,6136.42,511.37,0.0733,11.21,0,1,0,0,0,2,2,1
CUST-014137,34,133939.46,11161.62,0.5198,25.21,1,2,2,0,0,0,0,0
CUST-014138,57,30754.69,2562.89,0.3922,60.66,0,0,1,2,2,1,1,1
CUST-014139,76,41631.92,3469.33,0.1195,43.72,2,2,2,0,0,1,1,0
CUST-014140,24,24040.89,2003.41,0.5575,76.73,5,2,1,1,1,1,1,1
CUST-014141,54,22784.78,1898.73,0.0144,68.22,7,1,1,0,0,0,0,0
CUST-014142,72,36107.0,3008.92,0.3345,64.57,5,2,1,0,0,0,0,0
CUST-014143,39,10251.68,854.31,0.4715,58.76,5,1,0,0,1,1,1,0
CUST-014144,70,18128.72,1510.73,0.1433,26.02,5,1,2,0,0,1,1,0
CUST-014145,49,55124.58,4593.72,0.4822,86.84,9,0,5,0,0,1,1,1
CUST-014146,60,115329.46,9610.79,0.2815,44.75,4,0,0,0,0,0,0,0
CUST-014147,43,93788.39,7815.7,0.3389,32.13,3,3,1,0,0,1,1,0
CUST-014148,20,39053.99,3254.5,0.1113,70.6,4,2,1,2,0,0,0,0
CUST-014149,52,23126.65,1927.22,0.5188,76.73,10,2,2,0,1,0,0,1
CUST-014150,36,37241.93,3103.49,0.29,17.21,0,0,1,0,0,2,2,0
CUST-014151,31,82180.86,6848.41,0.1317,83.12,5,0,0,1,0,0,0,0
CUST-014152,63,56024.18,4668.68,0.1085,21.21,5,2,1,1,0,1,1,0
CUST-014153,20,42188.8,3515.73,0.268,50.25,6,1,1,2,1,1,1,1
CUST-014154,52,22195.21,1849.6,0.2491,31.05,8,2,1,1,0,0,0,0
CUST-014155,39,181265.64,15105.47,0.2266,49.53,6,2,1,1,1,1,1,0
CUST-014156,79,21938.46,1828.21,0.376,53.28,4,0,1,2,1,2,2,1
CUST-014157,23,68857.13,5738.09,0.1582,61.97,6,0,0,0,0,3,3,0
CUST-014158,31,24909.94,2075.83,0.1805,36.7,4,1,2,1,1,1,1,1
CUST-014159,60,83248.2,6937.35,0.304,27.07,6,0,0,0,0,0,0,0
CUST-014160,22,33149.06,2762.42,0.3827,49.03,4,0,1,0,0,2,2,0
CUST-014161,77,51147.1,4262.26,0.5451,44.34,4,3,0,0,0,1,1,0
CUST-014162,57,68231.65,5685.97,0.4142,32.85,3,0,1,0,0,0,0,1
CUST-014163,75,16614.69,1384.56,0.0058,40.1,5,2,2,0,0,1,1,0
CUST-014164,54,54423.47,4535.29,0.3852,56.73,5,4,0,0,0,0,0,0
CUST-014165,48,32361.5,2696.79,0.4384,53.73,5,2,3,1,0,1,1,0
CUST-014166,71,173406.36,14450.53,0.2422,27.43,3,2,0,0,0,1,1,0
CUST-014167,39,9363.36,780.28,0.2955,45.42,1,0,1,0,0,0,0,0
CUST-014168,34,24271.65,2022.64,0.2465,46.72,1,1,0,1,0,0,0,0
CUST-014169,74,50498.2,4208.18,0.4672,51.35,2,1,1,0,0,1,1,0
CUST-014170,47,5640.1,470.01,0.4017,59.05,1,1,0,1,0,3,3,0
CUST-014171,34,234911.24,19575.94,0.1776,50.39,4,0,1,3,0,1,1,0
CUST-014172,23,50236.81,4186.4,0.1543,28.25,3,1,1,0,0,0,0,0
CUST-014173,67,37132.32,3094.36,0.5334,74.77,2,0,2,3,1,0,0,1
CUST-014174,67,49786.93,4148.91,0.0919,23.32,5,0,1,0,0,1,1,0
CUST-014175,75,38378.23,3198.19,0.4273,30.86,6,2,2,1,1,0,0,0
CUST-014176,66,166509.98,13875.83,0.2316,59.86,7,2,4,0,0,1,1,1
CUST-014177,72,97574.53,8131.21,0.2077,38.96,6,1,1,0,0,0,0,0
CUST-014178,65,89647.47,7470.62,0.526,53.36,10,0,1,0,0,0,0,0
CUST-014179,28,47886.21,3990.52,0.1259,19.47,2,1,0,0,0,3,3,0
CUST-014180,54,81613.14,6801.09,0.0153,28.99,3,2,0,1,1,0,0,0
CUST-014181,63,16451.46,1370.95,0.6625,48.13,2,1,0,1,0,0,0,0
CUST-014182,36,96982.38,8081.87,0.514,31.86,4,0,3,1,0,0,0,0
CUST-014183,26,113323.24,9443.6,0.2616,27.54,2,1,2,0,0,2,2,0
CUST-014184,24,15990.59,1332.55,0.1261,41.02,5,2,1,1,0,4,4,0
CUST-014185,22,80759.9,6729.99,0.0618,17.87,6,0,0,1,0,0,0,0
CUST-014186,43,81523.84,6793.65,0.2563,36.26,0,1,0,0,0,1,1,0
CUST-014187,57,71760.1,5980.01,0.2197,17.19,4,1,1,0,0,2,2,0
CUST-014188,76,26922.77,2243.56,0.1209,39.13,0,1,1,0,0,0,0,1
CUST-014189,71,20662.21,1721.85,0.4848,60.63,6,2,1,1,2,0,0,1
CUST-014190,18,80205.41,6683.78,0.1237,26.64,4,2,1,0,0,1,1,0
CUST-014191,35,42931.28,3577.61,0.0834,24.36,8,1,0,0,0,1,1,0
CUST-014192,18,128598.76,10716.56,0.1616,24.81,5,0,0,0,1,2,2,0
CUST-014193,74,54106.28,4508.86,0.2431,51.91,8,0,1,0,0,1,1,0
CUST-014194,41,35437.62,2953.13,0.4478,15.81,3,0,2,1,0,0,0,0
CUST-014195,76,26865.86,2238.82,0.0625,67.33,2,1,1,0,0,0,0,0
CUST-014196,40,31097.41,2591.45,0.3393,74.94,4,2,0,3,1,3,3,1
CUST-014197,20,51463.94,4288.66,0.4322,61.2,3,4,1,0,0,5,5,0
CUST-014198,73,113910.0,9492.5,0.1305,59.3,7,1,0,1,0,1,1,0
CUST-014199,35,36947.02,3078.92,0.1078,64.58,5,0,2,2,0,3,3,1
CUST-014200,33,22653.98,1887.83,0.6245,85.12,3,1,1,4,1,0,0,1
CUST-014201,78,9061.95,755.16,0.1834,51.61,8,6,1,1,0,3,3,0
CUST-014202,37,116266.71,9688.89,0.3448,30.21,2,1,0,1,1,0,0,0
CUST-014203,58,53742.42,4478.54,0.3704,23.75,6,2,2,1,0,0,0,0
CUST-014204,79,48369.59,4030.8,0.3402,24.11,5,1,1,3,0,1,1,0
CUST-014205,22,24051.64,2004.3,0.3443,43.64,7,0,2,0,0,0,0,0
CUST-014206,24,54096.5,4508.04,0.3023,32.55,5,0,1,0,0,3,3,0
CUST-014207,77,48517.61,4043.13,0.27,37.26,9,0,3,2,0,1,1,0
CUST-014208,33,14991.33,1249.28,0.641,73.7,4,0,3,1,1,0,0,1
CUST-014209,69,4340.06,361.67,0.158,51.64,6,1,1,0,0,1,1,0
CUST-014210,47,32848.05,2737.34,0.5233,43.13,4,2,0,0,1,0,0,0
CUST-014211,42,88051.11,7337.59,0.3956,47.5,8,0,0,0,1,0,0,0
CUST-014212,62,27314.28,2276.19,0.2236,73.07,1,2,1,0,1,1,1,0
CUST-014213,25,79739.3,6644.94,0.3122,86.59,4,1,0,1,1,3,3,1
CUST-014214,64,87675.46,7306.29,0.4109,34.76,7,2,2,2,0,1,1,0
CUST-014215,57,60027.37,5002.28,0.1946,63.52,7,2,2,3,1,1,1,1
CUST-014216,70,48683.41,4056.95,0.0848,36.15,4,0,1,2,0,1,1,0
CUST-014217,56,193174.22,16097.85,0.091,60.19,5,2,0,0,0,1,1,0
CUST-014218,24,49328.18,4110.68,0.3355,74.07,2,1,1,0,0,0,0,0
CUST-014219,59,109808.84,9150.74,0.4296,33.35,4,0,1,0,1,1,1,0
CUST-014220,26,112853.89,9404.49,0.3885,60.3,5,1,0,1,0,1,1,0
CUST-014221,30,61912.28,5159.36,0.274,71.2,7,1,3,2,1,0,0,0
CUST-014222,59,75348.33,6279.03,0.1162,62.68,4,1,2,1,0,1,1,0
CUST-014223,39,24198.09,2016.51,0.3262,6.85,10,0,2,1,0,0,0,1
CUST-014224,24,43038.0,3586.5,0.3516,82.58,6,2,0,0,0,0,0,0
CUST-014225,31,14835.86,1236.32,0.1253,63.59,4,1,3,5,0,0,0,1
CUST-014226,42,61283.77,5106.98,0.3937,69.53,4,3,0,1,0,0,0,0
CUST-014227,79,23549.71,1962.48,0.3284,35.41,6,1,0,1,0,0,0,0
CUST-014228,33,78274.83,6522.9,0.2249,14.52,6,0,0,0,0,2,2,0
CUST-014229,70,33852.47,2821.04,0.2322,40.53,5,3,0,0,0,0,0,0
CUST-014230,26,97611.52,8134.29,0.204,49.79,5,0,0,0,0,0,0,0
CUST-014231,76,60408.73,5034.06,0.1023,32.75,3,0,0,0,0,1,1,0
CUST-014232,76,191530.74,15960.9,0.4961,35.88,7,1,0,2,0,3,3,0
CUST-014233,61,49768.31,4147.36,0.2508,56.25,2,1,0,0,0,1,1,0
CUST-014234,74,33743.06,2811.92,0.1171,24.6,2,2,0,0,0,2,2,0
CUST-014235,77,38342.15,3195.18,0.0155,59.99,3,0,3,0,0,0,0,0
CUST-014236,60,39643.78,3303.65,0.0975,79.1,5,3,2,0,1,0,0,0
CUST-014237,40,18824.22,1568.69,0.1626,10.32,5,0,0,0,0,0,0,0
CUST-014238,25,107688.53,8974.04,0.4862,67.14,6,1,1,1,0,2,2,0
CUST-014239,40,31087.75,2590.65,0.165,48.71,4,0,1,0,1,2,2,0
CUST-014240,25,15427.13,1285.59,0.0464,39.81,6,2,0,1,1,1,1,1
CUST-014241,63,29682.14,2473.51,0.135,54.96,5,1,0,1,0,1,1,0
CUST-014242,21,94366.08,7863.84,0.1451,53.36,2,1,0,0,1,1,1,0
CUST-014243,77,29903.24,2491.94,0.2006,35.98,7,0,0,0,1,1,1,0
CUST-014244,52,143539.23,11961.6,0.3051,65.81,3,2,1,1,1,0,0,0
CUST-014245,60,36560.15,3046.68,0.0839,60.35,7,0,1,1,0,1,1,0
CUST-014246,69,44199.52,3683.29,0.1056,32.87,5,0,0,0,0,1,1,0
CUST-014247,61,121469.0,10122.42,0.0742,59.3,4,0,1,0,1,1,1,1
CUST-014248,53,35098.06,2924.84,0.6392,26.4,5,1,1,0,0,1,1,0
CUST-014249,35,55773.14,4647.76,0.4321,32.99,3,1,2,0,0,0,0,0
CUST-014250,26,34929.8,2910.82,0.1954,23.77,8,0,0,0,0,1,1,0
CUST-014251,41,6465.53,538.79,0.1337,13.73,5,3,1,1,0,0,0,0
CUST-014252,59,29069.27,2422.44,0.2862,22.92,1,1,0,0,0,2,2,0
CUST-014253,36,72012.01,6001.0,0.0646,48.88,4,2,2,0,0,2,2,0
CUST-014254,45,27151.53,2262.63,0.2638,17.15,4,0,0,0,0,1,1,0
CUST-014255,52,7508.29,625.69,0.0981,60.44,10,3,0,2,0,2,2,1
CUST-014256,66,105706.67,8808.89,0.4449,57.58,3,0,0,1,1,1,1,0
CUST-014257,77,24467.92,2038.99,0.2361,36.55,5,0,1,0,0,1,1,0
CUST-014258,39,18879.52,1573.29,0.2823,46.95,8,2,0,2,2,0,0,1
CUST-014259,46,62489.53,5207.46,0.1538,51.37,4,1,1,0,0,0,0,0
CUST-014260,63,98414.82,8201.24,0.4421,70.01,5,0,0,1,1,0,0,0
CUST-014261,76,56375.16,4697.93,0.4985,14.35,1,2,3,0,0,0,0,0
CUST-014262,64,11132.08,927.67,0.2142,35.57,7,1,1,0,1,1,1,1
CUST-014263,79,33602.5,2800.21,0.1925,77.74,3,0,3,0,0,0,0,0
CUST-014264,53,9031.81,752.65,0.2757,37.01,7,3,0,0,0,0,0,0
CUST-014265,59,21343.72,1778.64,0.2582,17.02,3,0,2,1,0,0,0,0
CUST-014266,57,33663.95,2805.33,0.3327,53.71,5,2,0,0,0,1,1,0
CUST-014267,50,15193.48,1266.12,0.2155,46.33,5,1,1,0,1,1,1,1
CUST-014268,31,21027.49,1752.29,0.2699,10.06,2,1,0,1,0,1,1,0
CUST-014269,67,29580.12,2465.01,0.2507,65.35,5,0,1,1,1,0,0,0
CUST-014270,33,51836.31,4319.69,0.1246,81.26,6,3,2,0,3,2,2,1
CUST-014271,44,22949.71,1912.48,0.3084,68.96,8,1,0,1,1,2,2,0
CUST-014272,51,135917.19,11326.43,0.2084,44.07,6,1,0,1,0,1,1,0
CUST-014273,53,12691.94,1057.66,0.3046,76.94,5,0,2,1,1,3,3,1
CUST-014274,31,40964.79,3413.73,0.137,34.27,4,3,2,1,3,0,0,1
CUST-014275,24,28314.25,2359.52,0.6174,56.48,9,1,1,0,0,1,1,0
CUST-014276,62,41552.09,3462.67,0.315,13.83,3,1,0,0,0,0,0,0
CUST-014277,68,101747.31,8478.94,0.4026,14.07,3,3,0,1,0,1,1,0
CUST-014278,32,42027.92,3502.33,0.2893,65.46,2,3,2,1,1,0,0,1
CUST-014279,79,36192.27,3016.02,0.0967,46.34,7,3,2,2,1,0,0,0
CUST-014280,22,26587.71,2215.64,0.1151,80.54,2,0,0,1,0,0,0,0
CUST-014281,49,33819.23,2818.27,0.2627,57.14,0,1,0,0,0,0,0,0
CUST-014282,66,49493.63,4124.47,0.4167,32.62,1,0,2,0,0,2,2,0
CUST-014283,38,17981.93,1498.49,0.2902,30.38,6,3,1,0,0,2,2,0
CUST-014284,33,78041.9,6503.49,0.2734,34.12,2,1,0,0,1,1,1,0
CUST-014285,68,10575.57,881.3,0.5297,36.03,4,0,1,1,0,0,0,0
CUST-014286,31,54017.91,4501.49,0.0923,60.33,5,1,3,0,1,0,0,1
CUST-014287,63,63433.67,5286.14,0.3,43.86,3,2,3,0,0,0,0,0
CUST-014288,49,118078.4,9839.87,0.536,26.88,5,0,0,0,1,0,0,0
CUST-014289,41,40267.85,3355.65,0.2567,53.97,2,1,1,1,0,1,1,0
CUST-014290,44,6405.4,533.78,0.1986,38.73,7,0,2,1,0,1,1,1
CUST-014291,35,36227.02,3018.92,0.094,38.11,3,0,0,0,0,1,1,0
CUST-014292,27,29334.06,2444.51,0.0671,62.24,4,0,1,1,1,1,1,1
CUST-014293,33,8674.65,722.89,0.1519,30.67,4,0,0,0,0,0,0,0
CUST-014294,74,46285.75,3857.15,0.4772,9.13,6,4,0,0,0,1,1,0
CUST-014295,68,12887.33,1073.94,0.0504,64.36,6,1,0,1,0,2,2,0
CUST-014296,42,16932.68,1411.06,0.2947,61.06,2,0,0,0,0,3,3,0
CUST-014297,61,37290.22,3107.52,0.3792,21.99,1,0,1,1,0,2,2,0
CUST-014298,52,35284.13,2940.34,0.0322,58.71,3,4,1,0,0,1,1,0
CUST-014299,46,18044.74,1503.73,0.1576,43.87,3,1,2,0,0,0,0,1
CUST-014300,42,49702.53,4141.88,0.2465,75.78,2,4,0,0,2,0,0,0
CUST-014301,40,43960.44,3663.37,0.0745,82.2,5,0,5,1,0,0,0,0
CUST-014302,21,58000.19,4833.35,0.0716,37.51,5,1,0,0,0,3,3,0
CUST-014303,70,38259.51,3188.29,0.4868,41.06,5,2,0,0,0,0,0,0
CUST-014304,33,111637.39,9303.12,0.2997,36.23,8,1,1,0,0,0,0,0
CUST-014305,34,61903.67,5158.64,0.1953,69.28,2,1,1,1,1,0,0,1
CUST-014306,53,67544.34,5628.7,0.2238,50.85,6,0,2,0,0,0,0,0
CUST-014307,26,47149.83,3929.15,0.2802,34.65,3,1,1,1,0,0,0,1
CUST-014308,55,208211.21,17350.93,0.1356,34.07,6,1,2,0,0,0,0,0
CUST-014309,74,146935.4,12244.62,0.6739,45.42,5,1,3,1,0,1,1,0
CUST-014310,42,111344.69,9278.72,0.2777,72.72,3,2,1,0,0,2,2,0
CUST-014311,70,165821.6,13818.47,0.1538,26.64,5,0,2,0,0,1,1,0
CUST-014312,70,186120.43,15510.04,0.2245,15.01,4,0,0,0,0,0,0,0
CUST-014313,25,32796.25,2733.02,0.1298,62.23,6,1,0,0,0,0,0,0
CUST-014314,68,28781.81,2398.48,0.1705,62.64,3,0,0,0,0,1,1,0
CUST-014315,76,30545.94,2545.5,0.4857,42.96,4,0,0,0,0,1,1,0
CUST-014316,64,114230.8,9519.23,0.2242,72.65,7,0,0,0,0,0,0,0
CUST-014317,63,18959.09,1579.92,0.1508,66.27,0,2,1,0,0,3,3,0
CUST-014318,37,73635.12,6136.26,0.1062,47.34,3,2,0,0,0,0,0,0
CUST-014319,55,17757.0,1479.75,0.3098,46.19,3,0,1,1,0,2,2,0
CUST-014320,78,67817.39,5651.45,0.3185,59.25,6,0,0,2,0,1,1,0
CUST-014321,57,107303.78,8941.98,0.1684,75.68,4,1,0,1,0,0,0,0
CUST-014322,55,57390.27,4782.52,0.3032,49.59,3,3,0,0,0,0,0,0
CUST-014323,44,47477.56,3956.46,0.4078,50.87,2,3,1,1,0,0,0,0
CUST-014324,62,11506.24,958.85,0.1283,39.25,9,1,1,0,2,1,1,0
CUST-014325,79,31221.13,2601.76,0.413,14.45,4,2,0,0,2,0,0,0
CUST-014326,53,17762.4,1480.2,0.4991,22.66,2,0,1,0,0,1,1,0
CUST-014327,31,38861.23,3238.44,0.3338,75.95,4,0,0,1,0,0,0,0
CUST-014328,27,22354.69,1862.89,0.0117,53.52,4,2,0,0,0,1,1,0
CUST-014329,66,37118.46,3093.21,0.1526,42.99,3,0,2,0,0,1,1,0
CUST-014330,19,69444.56,5787.05,0.1569,43.18,0,2,0,0,0,1,1,0
CUST-014331,76,40231.65,3352.64,0.3279,61.21,2,0,0,0,2,0,0,1
CUST-014332,42,69749.11,5812.43,0.1228,76.93,6,4,1,0,1,2,2,0
CUST-014333,64,48309.93,4025.83,0.2703,42.9,1,1,0,0,0,3,3,0
CUST-014334,44,15925.81,1327.15,0.1166,66.55,2,0,0,0,0,0,0,0
CUST-014335,40,52436.09,4369.67,0.4712,25.36,5,0,0,0,0,0,0,0
CUST-014336,53,41992.22,3499.35,0.7246,13.85,2,2,1,0,0,1,1,0
CUST-014337,50,46457.51,3871.46,0.254,36.81,5,0,3,2,1,1,1,1
CUST-014338,40,13325.57,1110.46,0.2199,9.48,4,1,2,0,0,1,1,0
CUST-014339,41,22542.6,1878.55,0.5829,22.34,5,2,0,0,0,1,1,0
CUST-014340,54,33834.22,2819.52,0.5938,61.95,4,0,2,0,1,1,1,0
CUST-014341,21,10817.14,901.43,0.7495,45.5,6,0,0,1,1,1,1,1
CUST-014342,59,80963.35,6746.95,0.4669,48.8,4,1,2,1,2,0,0,1
CUST-014343,35,19956.44,1663.04,0.1415,41.74,2,2,2,1,0,0,0,0
CUST-014344,49,65027.89,5418.99,0.3294,23.39,5,1,1,0,0,2,2,0
CUST-014345,39,49541.71,4128.48,0.3056,16.68,4,1,0,0,0,0,0,0
CUST-014346,37,40169.48,3347.46,0.341,59.75,8,0,0,1,2,0,0,0
CUST-014347,79,26591.41,2215.95,0.1984,43.49,9,2,1,1,0,1,1,0
CUST-014348,41,18503.39,1541.95,0.1579,57.94,6,3,1,0,0,0,0,0
CUST-014349,48,70170.58,5847.55,0.1289,63.68,5,0,0,1,0,1,1,0
CUST-014350,59,61954.68,5162.89,0.0566,55.84,2,1,1,0,0,0,0,0
CUST-014351,32,44241.63,3686.8,0.0335,28.48,4,1,1,0,0,2,2,0
CUST-014352,43,56158.67,4679.89,0.2471,7.11,3,1,3,0,1,0,0,1
CUST-014353,65,117930.69,9827.56,0.1325,20.85,4,0,0,0,0,2,2,0
CUST-014354,19,48669.65,4055.8,0.4662,47.71,7,0,0,1,0,1,1,0
CUST-014355,75,16141.91,1345.16,0.0524,11.22,2,1,0,1,1,0,0,0
CUST-014356,42,29937.19,2494.77,0.4283,42.85,5,2,0,0,0,0,0,0
CUST-014357,36,26461.47,2205.12,0.3142,32.33,1,2,3,0,0,0,0,0
CUST-014358,55,12191.79,1015.98,0.3636,43.65,6,2,0,1,0,1,1,0
CUST-014359,57,154133.24,12844.44,0.1038,28.66,0,1,0,0,0,2,2,0
CUST-014360,22,12176.73,1014.73,0.2438,56.91,3,1,0,0,1,0,0,1
CUST-014361,41,12529.88,1044.16,0.141,29.42,1,0,1,1,0,1,1,0
CUST-014362,46,89427.99,7452.33,0.1936,26.54,4,0,1,0,0,0,0,0
CUST-014363,79,48006.72,4000.56,0.0501,15.67,2,2,0,2,0,0,0,1
CUST-014364,24,29570.59,2464.22,0.3721,30.94,6,1,0,0,0,1,1,0
CUST-014365,74,20886.54,1740.54,0.4006,35.38,4,1,0,1,0,2,2,1
CUST-014366,37,83680.16,6973.35,0.2592,31.02,0,1,1,0,0,0,0,0
CUST-014367,64,23637.3,1969.77,0.4224,24.82,6,3,1,0,0,1,1,0
CUST-014368,56,23852.78,1987.73,0.4403,68.47,3,1,2,0,0,0,0,0
CUST-014369,69,41364.07,3447.01,0.0875,40.78,2,3,0,0,2,1,1,0
CUST-014370,34,16162.82,1346.9,0.4049,65.46,6,1,0,0,0,2,2,0
CUST-014371,73,22258.71,1854.89,0.6538,11.32,6,4,1,0,0,2,2,0
CUST-014372,55,91677.25,7639.77,0.4398,36.85,5,0,0,0,1,0,0,0
CUST-014373,31,33895.84,2824.65,0.213,12.89,8,1,0,0,2,0,0,0
CUST-014374,25,39526.68,3293.89,0.1897,59.17,5,0,4,1,0,1,1,0
CUST-014375,71,32608.43,2717.37,0.2776,33.58,7,1,3,1,2,3,3,1
CUST-014376,71,18498.75,1541.56,0.1497,75.1,7,1,0,1,0,0,0,0
CUST-014377,23,8720.36,726.7,0.1672,49.81,5,2,1,0,0,0,0,0
CUST-014378,35,18994.75,1582.9,0.3147,83.42,5,1,2,0,1,2,2,0
CUST-014379,61,38047.99,3170.67,0.2465,70.86,4,1,2,0,0,1,1,0
CUST-014380,78,97356.13,8113.01,0.5814,47.27,7,1,1,1,1,1,1,0
CUST-014381,32,53485.45,4457.12,0.2267,70.59,1,2,1,2,0,1,1,0
CUST-014382,45,12466.24,1038.85,0.2233,18.81,3,0,0,0,0,1,1,0
CUST-014383,40,109707.87,9142.32,0.188,82.45,3,2,2,0,0,1,1,0
CUST-014384,34,31232.18,2602.68,0.3341,71.0,4,0,1,0,0,1,1,0
CUST-014385,20,33602.02,2800.17,0.1558,33.4,2,2,2,0,2,0,0,1
CUST-014386,34,79076.22,6589.68,0.2033,42.68,3,1,0,1,0,0,0,0
CUST-014387,28,131892.39,10991.03,0.085,28.43,2,0,0,1,0,0,0,0
CUST-014388,26,125952.14,10496.01,0.2307,23.28,5,2,3,0,0,1,1,0
CUST-014389,35,32825.07,2735.42,0.3179,36.53,4,1,1,1,2,0,0,1
CUST-014390,37,11829.91,985.83,0.2745,64.94,3,2,2,1,2,0,0,1
CUST-014391,49,52003.06,4333.59,0.3879,57.4,4,0,1,0,0,0,0,0
CUST-014392,46,51024.58,4252.05,0.3044,55.59,4,1,0,0,0,0,0,0
CUST-014393,44,36146.52,3012.21,0.1541,31.28,9,0,0,0,0,0,0,0
CUST-014394,38,13834.89,1152.91,0.5359,34.54,5,0,1,0,0,0,0,0
CUST-014395,65,50504.09,4208.67,0.292,58.64,5,0,2,2,0,1,1,0
CUST-014396,33,26658.79,2221.57,0.2188,38.91,6,2,1,0,0,0,0,0
CUST-014397,57,31888.43,2657.37,0.1894,13.6,5,1,0,0,0,3,3,0
CUST-014398,40,24100.97,2008.41,0.4708,21.94,5,1,3,0,0,0,0,0
CUST-014399,75,113536.28,9461.36,0.3936,36.48,5,0,0,0,0,1,1,0
CUST-014400,19,88931.96,7411.0,0.1379,57.42,6,1,1,3,0,1,1,0
CUST-014401,52,72464.06,6038.67,0.1449,59.16,3,0,1,0,0,0,0,0
CUST-014402,52,67205.4,5600.45,0.2535,37.08,2,1,0,1,0,0,0,0
CUST-014403,73,85393.19,7116.1,0.4822,27.93,1,2,2,2,0,2,2,1
CUST-014404,31,10930.0,910.83,0.4942,56.2,3,1,1,0,1,0,0,1
CUST-014405,36,33871.29,2822.61,0.0862,34.29,4,1,0,0,0,0,0,0
CUST-014406,68,96540.99,8045.08,0.5422,18.58,2,0,0,1,0,0,0,0
CUST-014407,77,9411.68,784.31,0.1842,35.52,7,4,1,1,0,0,0,0
CUST-014408,39,16685.5,1390.46,0.0428,26.12,3,2,3,1,2,0,0,1
CUST-014409,58,21795.72,1816.31,0.2308,36.5,6,0,2,3,0,1,1,1
CUST-014410,41,46233.3,3852.78,0.3047,53.31,3,1,0,0,0,0,0,0
CUST-014411,74,69510.97,5792.58,0.1175,28.9,2,1,3,2,1,1,1,1
CUST-014412,71,122339.41,10194.95,0.0965,11.94,8,1,0,0,2,2,2,0
CUST-014413,48,25454.89,2121.24,0.1411,69.02,6,3,0,1,1,0,0,1
CUST-014414,61,28119.2,2343.27,0.2642,24.38,4,3,3,0,1,0,0,1
CUST-014415,27,39741.7,3311.81,0.2488,57.67,5,2,0,0,0,1,1,0
