transaction_id,transaction_amount,merchant_category,hour_of_day,day_of_week,distance_from_home,is_international,card_age_days,num_transactions_24h,avg_transaction_amount_30d,is_weekend,is_fraud
TXN-00003065,64.29,clothing,15,0,3.51,0,1657,4,46.16,0,0
TXN-00003066,7.21,restaurant,2,5,3.74,0,1669,1,26.8,1,0
TXN-00003067,9.65,electronics,5,5,13.26,0,1451,2,24.53,1,0
TXN-00003068,51.25,hardware,7,6,1.14,0,454,3,7.29,1,0
TXN-00003069,34.69,grocery,14,1,24.77,0,342,1,21.19,0,0
TXN-00003070,51.81,clothing,11,2,9.38,0,366,4,25.07,0,0
TXN-00003071,119.46,clothing,8,3,16.1,0,1027,2,6.45,0,0
TXN-00003072,108.8,travel,14,3,54.02,0,1212,4,16.28,0,0
TXN-00003073,72.11,hardware,21,0,9.22,0,1647,4,76.07,0,0
TXN-00003074,4.11,travel,19,3,0.86,0,555,2,10.5,0,0
TXN-00003075,135.63,travel,12,0,12.6,0,450,5,12.23,0,1
TXN-00003076,19.31,online_retail,16,2,6.68,0,1095,3,30.16,0,0
TXN-00003077,112.4,entertainment,4,3,3.39,0,1458,2,55.27,0,0
TXN-00003078,48.21,jewelry,7,0,15.56,0,31,3,15.94,0,1
TXN-00003079,415.56,hardware,10,3,6.52,0,1065,2,40.5,0,0
TXN-00003080,7.28,electronics,15,5,7.21,0,1536,3,20.23,1,0
TXN-00003081,6.78,electronics,11,1,25.44,0,1623,2,44.73,0,0
TXN-00003082,58.24,hardware,2,3,3.79,0,521,1,79.75,0,0
TXN-00003083,28.3,restaurant,23,1,51.75,0,1187,3,32.98,0,0
TXN-00003084,46.78,pharmacy,23,3,5.54,0,1746,5,23.58,0,0
TXN-00003085,211.5,online_retail,21,3,2.21,0,1485,2,24.88,0,1
TXN-00003086,95.68,jewelry,4,4,33.23,1,749,0,12.96,0,0
TXN-00003087,1.52,online_retail,9,6,17.62,0,1486,2,30.62,1,0
TXN-00003088,96.2,jewelry,4,0,0.98,0,432,1,49.39,0,1
TXN-00003089,45.87,jewelry,8,4,5.42,0,1251,7,38.88,0,0
TXN-00003090,17.45,education,2,6,1.94,0,1109,3,83.44,1,0
TXN-00003091,44.93,entertainment,2,5,29.04,0,665,4,11.73,1,0
TXN-00003092,143.18,grocery,20,3,32.59,0,505,3,59.69,0,0
TXN-00003093,19.56,grocery,6,1,21.93,0,469,2,17.52,0,0
TXN-00003094,106.46,jewelry,21,6,1.9,0,296,1,8.76,1,0
TXN-00003095,22.96,travel,14,6,14.02,0,34,3,55.52,1,0
TXN-00003096,78.15,electronics,6,5,41.58,0,338,5,11.95,1,0
TXN-00003097,244.33,travel,23,4,4.56,0,1524,3,194.72,0,0
TXN-00003098,10.18,clothing,15,1,16.97,0,540,3,34.56,0,0
TXN-00003099,42.93,online_retail,1,2,4.28,0,881,4,18.9,0,0
TXN-00003100,32.86,entertainment,13,0,6.45,0,554,0,85.87,0,0
TXN-00003101,4.21,gas_station,9,2,3.05,0,209,6,15.39,0,0
TXN-00003102,34.95,online_retail,13,6,7.7,0,11,4,6.22,1,1
TXN-00003103,32.08,travel,13,4,6.47,1,1998,3,23.61,0,0
TXN-00003104,11.8,travel,3,2,26.28,0,1731,0,11.22,0,1
TXN-00003105,52.91,clothing,22,6,10.29,0,267,3,5.8,1,0
TXN-00003106,43.71,hardware,6,6,6.62,0,1894,3,36.11,1,0
TXN-00003107,50.22,clothing,20,6,5.33,0,1541,5,21.05,1,0
TXN-00003108,78.83,restaurant,16,0,12.02,1,1898,0,23.67,0,0
TXN-00003109,20.45,entertainment,8,3,51.31,0,1592,5,55.63,0,1
TXN-00003110,19.83,education,0,6,33.48,0,614,1,35.87,1,0
TXN-00003111,82.09,clothing,6,4,14.79,0,472,0,31.43,0,0
TXN-00003112,31.12,grocery,8,1,2.78,0,628,4,26.58,0,0
TXN-00003113,152.69,jewelry,9,0,19.49,0,256,4,22.5,0,1
TXN-00003114,7.16,electronics,5,6,6.77,0,1924,1,11.45,1,1
TXN-00003115,65.78,grocery,3,1,18.4,0,1579,3,12.8,0,0
TXN-00003116,34.37,travel,13,5,9.86,0,1100,4,76.36,1,0
TXN-00003117,4.22,entertainment,21,5,3.23,0,1665,1,17.46,1,0
TXN-00003118,75.18,clothing,20,3,4.77,0,152,4,35.17,0,0
TXN-00003119,33.12,education,5,3,2.35,0,1039,3,26.75,0,0
TXN-00003120,32.55,gas_station,9,5,1.04,0,1017,2,30.13,1,0
TXN-00003121,30.43,grocery,1,3,56.34,0,1420,0,35.74,0,0
TXN-00003122,7.77,entertainment,0,2,4.47,0,886,2,17.87,0,0
TXN-00003123,9.21,hardware,6,4,5.16,0,142,3,4.63,0,0
TXN-00003124,54.4,travel,7,4,10.94,1,1531,7,18.81,0,0
TXN-00003125,98.67,grocery,15,0,1.94,0,299,3,33.67,0,0
TXN-00003126,29.55,pharmacy,5,1,27.61,0,369,5,33.86,0,0
TXN-00003127,14.1,grocery,13,2,43.83,0,1118,5,21.09,0,0
TXN-00003128,17.63,electronics,6,4,9.37,1,635,3,19.56,0,0
TXN-00003129,42.23,clothing,9,0,6.8,0,1961,7,17.16,0,1
TXN-00003130,10.24,education,22,3,11.95,0,1719,3,65.84,0,0
TXN-00003131,107.1,pharmacy,22,6,9.39,0,1455,3,10.29,1,1
TXN-00003132,6.87,restaurant,21,5,28.46,0,1591,2,23.09,1,0
TXN-00003133,47.68,clothing,7,3,2.92,0,1614,1,18.34,0,0
TXN-00003134,26.66,pharmacy,15,6,10.6,0,1217,2,11.4,1,0
TXN-00003135,204.42,clothing,3,0,4.7,0,237,2,68.98,0,1
TXN-00003136,123.37,gas_station,15,3,17.88,0,815,4,24.19,0,0
TXN-00003137,33.56,pharmacy,20,6,1.93,0,1952,1,43.04,1,0
TXN-00003138,59.33,jewelry,5,1,0.18,0,847,4,18.13,0,1
TXN-00003139,45.7,jewelry,5,4,28.34,0,899,4,6.05,0,1
TXN-00003140,9.6,clothing,21,0,11.02,0,1882,3,7.92,0,0
TXN-00003141,150.79,electronics,9,5,41.76,0,824,1,19.18,1,0
TXN-00003142,26.12,restaurant,19,4,9.95,0,859,3,27.22,0,0
TXN-00003143,38.65,education,13,0,1.12,0,138,3,120.96,0,0
TXN-00003144,40.17,clothing,11,2,76.31,1,796,4,88.24,0,0
TXN-00003145,160.82,clothing,3,3,24.14,0,1166,3,26.2,0,0
TXN-00003146,11.86,entertainment,10,5,8.07,0,344,2,10.76,1,0
TXN-00003147,6.32,entertainment,20,3,42.2,0,367,3,10.14,0,0
TXN-00003148,8.15,electronics,13,3,26.03,0,1094,1,88.43,0,0
TXN-00003149,5.67,restaurant,22,0,11.81,0,484,2,4.09,0,0
TXN-00003150,103.4,pharmacy,0,3,31.74,0,642,3,26.39,0,1
TXN-00003151,11.57,clothing,18,6,30.87,0,827,2,12.01,1,0
TXN-00003152,7.46,jewelry,15,2,26.85,0,1432,6,8.95,0,0
TXN-00003153,16.83,entertainment,23,6,0.82,0,496,5,16.15,1,0
TXN-00003154,29.78,online_retail,10,4,26.47,0,1191,5,52.51,0,1
TXN-00003155,17.18,gas_station,8,1,6.1,0,253,2,12.92,0,0
TXN-00003156,30.13,restaurant,22,1,4.6,0,1539,5,25.09,0,0
TXN-00003157,190.65,entertainment,5,6,3.11,0,871,3,41.14,1,0
TXN-00003158,9.03,pharmacy,19,1,4.18,0,1358,4,31.09,0,0
TXN-00003159,23.76,gas_station,15,6,3.12,0,1682,2,24.45,1,0
TXN-00003160,19.76,education,15,2,19.46,1,1152,3,13.33,0,0
TXN-00003161,373.06,travel,9,4,3.64,0,1855,3,18.62,0,0
TXN-00003162,679.52,hardware,19,4,10.37,0,380,2,42.73,0,0
TXN-00003163,26.19,gas_station,13,3,4.78,0,1804,1,9.01,0,0
TXN-00003164,42.49,gas_station,10,6,4.26,0,41,3,18.89,1,0
TXN-00003165,70.0,education,20,2,2.84,0,1242,3,24.3,0,0
TXN-00003166,3.75,jewelry,22,1,35.12,0,1644,2,54.84,0,1
TXN-00003167,19.05,hardware,17,4,6.66,0,154,2,15.11,0,0
TXN-00003168,15.85,electronics,6,1,1.07,0,622,4,118.83,0,0
TXN-00003169,45.52,pharmacy,0,5,3.39,1,263,4,14.03,1,0
TXN-00003170,24.94,pharmacy,21,6,6.38,1,617,4,20.61,1,0
TXN-00003171,228.34,pharmacy,21,3,1.95,0,1151,1,7.93,0,1
TXN-00003172,72.93,clothing,19,3,19.75,0,1950,2,24.19,0,0
TXN-00003173,17.52,clothing,22,4,29.13,1,248,3,6.45,0,0
TXN-00003174,14.56,grocery,9,4,12.32,0,92,3,7.12,0,0
TXN-00003175,34.01,restaurant,4,6,37.96,0,62,1,25.02,1,1
TXN-00003176,30.67,restaurant,13,0,2.28,0,807,2,63.85,0,0
TXN-00003177,14.89,education,7,6,58.66,0,1375,2,58.35,1,0
TXN-00003178,6.03,electronics,20,3,1.5,0,1524,1,55.82,0,0
TXN-00003179,29.31,grocery,5,4,24.54,0,1576,2,69.1,0,0
TXN-00003180,92.09,entertainment,23,5,16.37,0,493,3,9.36,1,1
TXN-00003181,11.91,jewelry,12,3,22.08,1,352,5,4.61,0,0
TXN-00003182,42.89,hardware,17,1,4.66,0,1719,3,40.74,0,0
TXN-00003183,30.22,travel,22,4,6.12,0,906,2,14.18,0,0
TXN-00003184,34.81,pharmacy,13,3,1.96,0,1139,4,12.53,0,0
TXN-00003185,62.55,gas_station,12,3,33.45,0,1932,0,15.3,0,0
TXN-00003186,146.68,travel,22,0,3.99,0,1881,1,6.66,0,1
TXN-00003187,25.8,travel,20,2,2.95,0,1597,1,14.29,0,0
TXN-00003188,39.81,clothing,18,2,13.42,1,704,5,31.22,0,0
TXN-00003189,33.13,online_retail,9,2,1.28,0,78,4,56.66,0,0
TXN-00003190,25.72,hardware,11,6,71.43,0,183,2,7.09,1,0
TXN-00003191,324.18,jewelry,1,2,82.43,0,1939,4,25.58,0,1
TXN-00003192,36.33,pharmacy,16,6,41.52,0,1461,4,47.04,1,0
TXN-00003193,6.32,grocery,3,2,24.87,0,248,3,14.32,0,0
TXN-00003194,8.13,jewelry,1,5,23.76,0,907,0,13.8,1,0
TXN-00003195,33.74,entertainment,23,6,6.94,0,1987,2,6.89,1,1
TXN-00003196,121.33,electronics,14,6,12.62,0,335,1,26.39,1,0
TXN-00003197,23.07,online_retail,12,2,52.37,0,1584,2,25.7,0,0
TXN-00003198,24.53,travel,11,4,1.49,1,1228,4,48.65,0,1
TXN-00003199,315.14,online_retail,16,2,3.02,0,1875,2,3.93,0,0
TXN-00003200,5.25,entertainment,12,1,10.06,0,1775,2,58.88,0,0
TXN-00003201,18.51,entertainment,13,0,37.75,0,1240,4,217.5,0,0
TXN-00003202,76.63,clothing,6,1,4.3,0,1882,6,3.24,0,0
TXN-00003203,79.66,restaurant,17,6,27.29,0,1675,4,24.59,1,0
TXN-00003204,54.71,grocery,23,3,37.17,0,933,3,12.16,0,0
TXN-00003205,18.73,clothing,19,6,15.99,0,599,1,30.06,1,0
TXN-00003206,11.26,clothing,19,2,5.1,0,1027,3,37.27,0,0
TXN-00003207,4.63,gas_station,5,5,24.22,0,1279,3,22.11,1,0
TXN-00003208,66.3,travel,23,3,21.32,0,1608,2,17.22,0,0
TXN-00003209,55.19,clothing,22,4,16.56,0,216,3,24.78,0,0
TXN-00003210,2.77,hardware,22,2,34.0,0,508,5,35.56,0,0
TXN-00003211,60.51,education,21,5,0.14,0,334,5,13.03,1,0
TXN-00003212,8.78,grocery,13,5,9.56,0,53,1,21.12,1,0
TXN-00003213,13.85,grocery,15,0,0.78,0,1438,1,286.77,0,0
TXN-00003214,43.8,travel,4,0,1.3,0,1363,3,14.43,0,0
TXN-00003215,6.16,entertainment,11,3,46.29,0,1583,2,13.34,0,1
TXN-00003216,14.96,hardware,3,6,13.33,0,42,0,28.34,1,0
TXN-00003217,388.7,education,2,6,14.68,0,1816,1,41.66,1,0
TXN-00003218,69.36,pharmacy,5,6,4.54,0,810,2,3.26,1,0
TXN-00003219,3.75,gas_station,16,0,1.21,0,1494,6,13.28,0,0
TXN-00003220,9.94,jewelry,17,1,26.14,0,1211,7,12.14,0,0
TXN-00003221,86.16,hardware,3,1,1.95,0,549,1,13.43,0,0
TXN-00003222,95.72,travel,2,5,4.44,0,1943,6,31.06,1,0
TXN-00003223,48.12,hardware,17,5,32.88,0,1885,4,21.76,1,0
TXN-00003224,49.98,education,3,2,2.83,0,1640,2,12.18,0,0
TXN-00003225,210.57,education,11,2,7.02,0,14,3,13.43,0,0
TXN-00003226,51.51,jewelry,13,6,55.79,0,1053,2,49.93,1,0
TXN-00003227,22.45,electronics,8,5,6.59,0,1814,6,58.33,1,0
TXN-00003228,34.32,clothing,5,2,5.97,0,175,1,39.75,0,0
TXN-00003229,12.96,electronics,21,1,19.96,0,1687,2,32.85,0,0
TXN-00003230,126.09,restaurant,12,4,11.46,0,1824,6,39.8,0,0
TXN-00003231,48.75,electronics,0,1,14.9,0,897,2,6.33,0,0
TXN-00003232,61.86,hardware,17,2,18.09,0,183,5,61.47,0,0
TXN-00003233,4.98,grocery,5,5,32.15,0,391,7,2.97,1,0
TXN-00003234,7.14,travel,4,1,1.31,0,696,0,37.25,0,0
TXN-00003235,15.22,online_retail,13,2,8.27,0,1867,0,18.73,0,0
TXN-00003236,16.23,education,16,2,4.43,0,1204,4,38.09,0,0
TXN-00003237,30.44,travel,21,5,9.22,0,1085,0,31.1,1,0
TXN-00003238,95.79,hardware,6,2,16.05,0,1376,5,53.85,0,0
TXN-00003239,39.82,education,16,6,28.32,0,42,6,51.27,1,0
TXN-00003240,70.38,education,5,6,14.38,0,419,5,43.49,1,0
TXN-00003241,17.92,gas_station,0,6,10.79,0,512,1,30.5,1,0
TXN-00003242,4.12,restaurant,11,6,15.07,0,1604,1,17.31,1,0
TXN-00003243,26.38,education,6,4,23.12,0,1467,3,22.67,0,0
TXN-00003244,82.02,jewelry,7,0,10.66,0,1243,1,23.53,0,0
TXN-00003245,41.51,entertainment,8,5,4.39,1,563,5,12.84,1,0
TXN-00003246,67.13,online_retail,22,0,17.6,0,339,2,14.29,0,1
TXN-00003247,1458.55,grocery,10,0,3.97,0,1193,3,40.13,0,0
TXN-00003248,7.49,education,12,0,9.16,0,495,0,84.16,0,0
TXN-00003249,41.19,entertainment,12,4,8.79,0,1760,4,37.99,0,0
TXN-00003250,57.14,education,16,1,6.36,0,1271,2,16.98,0,1
TXN-00003251,28.36,online_retail,23,1,13.66,0,817,5,52.1,0,1
TXN-00003252,21.8,entertainment,6,6,31.76,0,1031,5,33.81,1,1
TXN-00003253,46.56,pharmacy,22,0,22.35,0,903,3,5.3,0,0
TXN-00003254,9.02,online_retail,4,1,15.21,0,1230,3,14.25,0,1
TXN-00003255,6.59,education,20,1,26.72,0,1059,4,20.4,0,0
TXN-00003256,15.14,restaurant,4,0,2.87,0,971,8,25.02,0,0
TXN-00003257,16.94,restaurant,0,2,50.68,0,376,3,97.45,0,1
TXN-00003258,38.94,education,12,6,2.12,0,1818,6,10.99,1,0
TXN-00003259,182.35,jewelry,6,1,18.21,0,526,3,6.27,0,1
TXN-00003260,83.57,entertainment,2,5,2.66,0,1577,3,24.35,1,0
TXN-00003261,9.71,online_retail,14,5,5.34,0,1031,2,89.18,1,0
TXN-00003262,49.62,online_retail,1,3,5.18,0,1502,5,25.19,0,0
TXN-00003263,5.82,restaurant,11,1,31.77,0,1146,4,25.51,0,0
TXN-00003264,431.81,restaurant,9,5,0.67,0,254,1,61.26,1,0
TXN-00003265,445.47,entertainment,18,0,8.08,0,543,2,121.1,0,0
TXN-00003266,148.16,gas_station,19,3,20.27,0,1108,5,38.67,0,0
TXN-00003267,48.31,restaurant,1,3,10.74,0,758,3,10.87,0,0
TXN-00003268,62.46,jewelry,5,0,14.34,0,1984,2,38.67,0,0
TXN-00003269,24.87,electronics,2,0,23.24,0,160,2,14.17,0,0
TXN-00003270,3.38,restaurant,3,6,31.32,0,1536,2,59.78,1,0
TXN-00003271,28.13,education,2,5,17.53,1,585,5,92.88,1,0
TXN-00003272,19.17,gas_station,21,3,5.08,0,465,4,22.6,0,0
TXN-00003273,25.65,electronics,18,5,13.7,0,1416,1,16.82,1,0
TXN-00003274,7.88,restaurant,17,1,14.73,0,727,8,73.77,0,0
TXN-00003275,1059.44,grocery,15,1,22.8,0,1883,1,24.57,0,0
TXN-00003276,7.04,restaurant,15,4,15.98,0,884,1,24.4,0,0
TXN-00003277,60.57,travel,0,3,6.17,1,1044,1,8.64,0,1
TXN-00003278,24.27,travel,11,1,0.04,0,994,3,36.79,0,0
TXN-00003279,38.12,restaurant,9,3,18.96,0,1223,4,69.58,0,0
TXN-00003280,36.6,travel,10,2,7.09,0,364,5,14.46,0,0
TXN-00003281,7.79,education,5,0,12.13,0,1254,3,25.17,0,0
TXN-00003282,5.17,entertainment,12,2,5.11,0,1393,4,20.36,0,0
TXN-00003283,5.25,jewelry,2,0,1.09,0,1144,4,20.01,0,1
TXN-00003284,53.32,entertainment,21,2,15.35,1,67,1,17.78,0,0
TXN-00003285,8.46,gas_station,0,0,21.25,0,1801,4,7.38,0,0
TXN-00003286,162.95,online_retail,1,4,64.03,0,1614,3,41.4,0,1
TXN-00003287,210.36,gas_station,1,2,7.23,0,624,3,37.6,0,0
TXN-00003288,28.88,hardware,14,5,8.86,0,78,4,7.37,1,0
TXN-00003289,76.28,grocery,1,3,18.5,0,1082,2,26.55,0,0
TXN-00003290,12.69,clothing,8,6,14.61,0,736,3,16.75,1,0
TXN-00003291,72.99,restaurant,9,3,0.9,0,1906,2,38.73,0,0
TXN-00003292,51.7,entertainment,7,5,33.19,0,688,0,46.72,1,0
TXN-00003293,49.3,clothing,10,2,4.9,0,1331,1,112.42,0,0
TXN-00003294,9.58,travel,2,5,5.22,0,278,2,63.62,1,1
TXN-00003295,12.86,grocery,14,5,2.06,0,1599,3,132.66,1,0
TXN-00003296,2.82,jewelry,6,2,6.6,1,938,2,32.35,0,0
TXN-00003297,5.0,hardware,11,4,5.31,0,1067,8,6.62,0,0
TXN-00003298,74.12,travel,1,0,36.59,0,1154,4,18.53,0,0
TXN-00003299,54.31,hardware,20,3,19.83,0,1879,4,21.66,0,0
TXN-00003300,143.94,education,9,2,6.16,0,1894,4,44.63,0,1
TXN-00003301,6.35,pharmacy,12,6,25.32,0,1702,4,24.9,1,0
TXN-00003302,27.51,restaurant,10,5,1.5,0,1322,5,20.48,1,0
TXN-00003303,37.26,jewelry,12,3,2.61,0,1813,5,69.22,0,0
TXN-00003304,250.72,electronics,22,1,5.7,0,659,4,20.25,0,1
TXN-00003305,4.25,travel,14,5,2.91,0,1131,1,7.92,1,0
TXN-00003306,12.91,entertainment,21,5,6.95,0,1792,3,62.13,1,0
TXN-00003307,0.92,clothing,13,6,2.99,0,240,2,36.83,1,0
TXN-00003308,16.83,restaurant,2,0,11.33,0,1278,4,18.18,0,0
TXN-00003309,56.7,grocery,9,0,1.13,0,860,3,12.92,0,0
TXN-00003310,106.2,clothing,11,3,13.47,0,937,1,61.33,0,0
TXN-00003311,5.36,pharmacy,10,5,9.16,0,171,4,6.43,1,0
TXN-00003312,43.84,jewelry,19,3,14.91,0,1499,5,9.23,0,0
TXN-00003313,66.97,electronics,3,2,4.3,0,1055,4,15.46,0,1
TXN-00003314,102.63,hardware,21,3,1.22,0,1213,3,21.79,0,0
TXN-00003315,36.53,restaurant,23,2,18.36,0,823,4,12.49,0,0
TXN-00003316,54.79,jewelry,2,3,2.76,0,1346,1,25.15,0,1
TXN-00003317,11.1,travel,5,1,13.66,0,1379,2,18.93,0,0
TXN-00003318,69.2,gas_station,18,2,15.79,0,225,3,50.62,0,0
TXN-00003319,44.45,grocery,2,4,13.24,0,515,3,30.76,0,0
TXN-00003320,30.45,clothing,23,1,1.86,0,110,5,65.58,0,0
TXN-00003321,41.31,hardware,15,0,13.93,0,687,5,38.46,0,0
TXN-00003322,51.84,electronics,3,2,1.99,0,599,5,39.49,0,0
TXN-00003323,20.17,entertainment,0,0,5.26,0,1702,3,17.29,0,0
TXN-00003324,35.22,entertainment,11,3,98.65,0,1735,3,85.28,0,0
TXN-00003325,6.47,restaurant,4,2,6.7,0,583,1,21.89,0,0
TXN-00003326,106.47,jewelry,21,0,9.71,0,862,2,22.61,0,0
TXN-00003327,51.88,electronics,13,6,18.31,0,1379,3,79.73,1,0
TXN-00003328,113.56,entertainment,12,2,19.48,0,1735,1,6.18,0,0
TXN-00003329,492.54,clothing,16,6,0.23,0,652,7,37.34,1,1
TXN-00003330,7.87,restaurant,22,5,0.23,0,1098,3,11.75,1,0
TXN-00003331,57.15,gas_station,12,3,43.02,0,1476,3,84.11,0,0
TXN-00003332,23.68,online_retail,5,2,0.72,0,687,1,19.8,0,0
TXN-00003333,6.15,electronics,19,6,17.21,1,1462,4,36.12,1,0
TXN-00003334,24.36,entertainment,20,4,1.85,0,296,2,7.35,0,0
TXN-00003335,89.55,jewelry,0,2,1.5,0,1053,2,24.3,0,0
TXN-00003336,49.4,grocery,19,3,38.36,0,1716,7,138.97,0,0
TXN-00003337,386.19,grocery,21,5,44.63,1,420,7,17.54,1,0
TXN-00003338,14.2,online_retail,15,6,0.81,0,874,1,21.79,1,0
TXN-00003339,15.65,online_retail,20,3,21.47,0,1506,2,42.01,0,0
TXN-00003340,19.25,entertainment,23,6,15.96,0,81,4,41.29,1,0
TXN-00003341,193.18,hardware,6,4,10.66,0,1448,3,13.72,0,0
TXN-00003342,192.81,electronics,15,1,4.3,0,101,1,27.38,0,1
TXN-00003343,33.54,restaurant,22,1,8.3,0,948,7,21.7,0,0
TXN-00003344,4.72,jewelry,12,2,18.67,0,341,3,49.58,0,0
TXN-00003345,13.42,pharmacy,7,4,96.09,0,600,4,3.75,0,0
TXN-00003346,23.68,grocery,9,6,6.75,0,925,3,65.44,1,0
TXN-00003347,17.33,entertainment,22,1,6.99,0,294,3,32.53,0,0
TXN-00003348,32.16,online_retail,10,5,6.65,0,721,6,13.55,1,0
TXN-00003349,81.67,education,19,4,1.25,0,1934,4,117.69,0,0
TXN-00003350,60.91,hardware,19,2,30.18,0,1646,3,65.26,0,0
TXN-00003351,72.33,pharmacy,13,4,1.2,0,270,3,22.91,0,0
TXN-00003352,10.28,electronics,2,5,1.05,0,230,3,23.81,1,0
TXN-00003353,30.86,clothing,10,2,1.52,0,309,2,8.9,0,0
TXN-00003354,13.35,gas_station,12,0,28.23,0,67,4,21.06,0,0
TXN-00003355,84.84,education,22,1,1.33,0,1353,9,23.11,0,1
TXN-00003356,13.63,travel,13,0,5.03,0,1676,3,46.99,0,0
TXN-00003357,51.3,gas_station,21,3,1.49,0,1443,5,27.76,0,0
TXN-00003358,155.08,gas_station,6,3,9.95,0,280,3,12.28,0,0
TXN-00003359,1.73,grocery,9,0,11.38,0,161,6,29.63,0,0
TXN-00003360,72.9,entertainment,9,0,29.62,0,1727,4,82.89,0,0
TXN-00003361,43.39,online_retail,17,2,30.42,0,363,4,12.95,0,0
TXN-00003362,11.01,pharmacy,8,2,34.88,0,433,5,21.36,0,0
TXN-00003363,27.14,travel,15,3,16.63,0,1316,3,15.69,0,0
TXN-00003364,144.24,pharmacy,0,1,2.77,0,1522,2,28.91,0,0
TXN-00003365,8.71,travel,18,0,29.86,0,335,6,16.2,0,0
TXN-00003366,10.5,clothing,7,5,2.72,0,76,4,23.23,1,0
TXN-00003367,27.11,gas_station,3,5,5.69,0,230,2,29.89,1,0
TXN-00003368,63.1,grocery,11,6,60.64,0,1151,5,25.5,1,0
TXN-00003369,15.03,jewelry,1,1,3.89,0,1411,2,9.4,0,0
TXN-00003370,10.18,clothing,7,5,7.08,0,478,2,10.16,1,0
TXN-00003371,20.2,hardware,17,3,2.89,0,630,5,15.39,0,0
TXN-00003372,77.04,gas_station,8,4,2.47,0,1476,2,26.71,0,0
TXN-00003373,11.79,entertainment,15,4,3.61,0,1183,4,44.07,0,0
TXN-00003374,56.48,jewelry,12,3,0.63,0,1362,3,7.57,0,0
TXN-00003375,12.67,gas_station,14,5,5.59,0,1827,0,30.69,1,0
TXN-00003376,59.16,electronics,8,6,0.24,0,298,4,5.75,1,0
TXN-00003377,4.24,entertainment,9,0,8.16,0,693,4,31.39,0,0
TXN-00003378,4.7,clothing,2,2,3.34,0,1701,4,7.1,0,0
TXN-00003379,77.72,entertainment,3,5,2.77,0,1302,3,9.01,1,1
TXN-00003380,25.48,electronics,2,5,8.6,0,840,2,5.98,1,1
TXN-00003381,52.84,education,21,6,22.27,0,147,3,56.86,1,0
TXN-00003382,136.53,electronics,15,4,15.96,0,42,2,14.31,0,1
TXN-00003383,32.38,jewelry,11,5,6.19,0,254,5,14.32,1,0
TXN-00003384,65.5,clothing,23,6,3.77,0,1903,6,9.15,1,0
TXN-00003385,36.34,hardware,5,4,0.64,0,1358,5,43.07,0,0
TXN-00003386,15.88,restaurant,0,1,7.91,0,696,2,26.56,0,0
TXN-00003387,3.98,pharmacy,4,5,0.87,0,3,2,90.34,1,0
TXN-00003388,19.16,travel,6,1,13.89,0,1438,1,40.54,0,0
TXN-00003389,5.57,grocery,13,5,1.24,0,1051,3,10.7,1,0
TXN-00003390,8.83,grocery,19,3,18.2,0,667,1,29.58,0,0
TXN-00003391,56.23,clothing,19,4,1.19,0,1935,4,16.6,0,0
TXN-00003392,19.26,travel,2,2,26.67,0,521,1,20.21,0,0
TXN-00003393,11.1,pharmacy,14,4,4.06,0,1599,5,21.18,0,0
TXN-00003394,125.02,jewelry,18,2,9.29,0,1580,3,63.27,0,0
TXN-00003395,19.38,electronics,19,4,25.88,0,1660,3,197.21,0,0
TXN-00003396,84.29,gas_station,16,6,0.07,0,1710,5,5.35,1,0
TXN-00003397,8.52,entertainment,17,5,48.7,0,553,3,27.01,1,0
TXN-00003398,5.94,hardware,15,5,41.32,0,1220,1,14.8,1,0
TXN-00003399,52.95,jewelry,13,1,43.49,0,1187,4,6.7,0,1
TXN-00003400,234.15,hardware,14,2,1.72,0,559,1,70.25,0,0
TXN-00003401,21.33,hardware,23,4,2.03,0,803,4,7.1,0,0
TXN-00003402,115.88,electronics,12,5,39.53,0,470,3,14.99,1,0
TXN-00003403,9.9,gas_station,12,5,15.73,0,1553,2,22.46,1,0
TXN-00003404,17.88,restaurant,12,2,3.25,0,1686,3,42.81,0,0
TXN-00003405,55.42,entertainment,22,6,6.2,0,364,1,26.75,1,0
TXN-00003406,12.25,education,18,5,4.57,0,508,4,18.18,1,0
TXN-00003407,14.98,electronics,5,3,1.86,0,626,2,12.5,0,1
TXN-00003408,6.84,hardware,16,1,11.35,0,200,2,30.54,0,0
TXN-00003409,2.78,pharmacy,3,6,19.73,0,292,3,12.92,1,0
TXN-00003410,106.59,clothing,23,3,3.18,0,1333,3,86.26,0,0
TXN-00003411,19.81,travel,15,4,22.21,0,1432,2,14.84,0,0
TXN-00003412,54.73,travel,23,3,1.19,0,208,2,40.0,0,0
TXN-00003413,3.86,education,12,6,3.0,0,81,1,36.49,1,0
TXN-00003414,61.39,electronics,19,2,15.55,0,1094,5,42.23,0,0
TXN-00003415,149.6,electronics,9,3,1.46,0,1013,0,26.72,0,1
TXN-00003416,133.25,restaurant,9,1,2.47,0,392,4,21.9,0,0
TXN-00003417,6.02,online_retail,4,4,39.08,0,275,7,14.26,0,1
TXN-00003418,71.99,pharmacy,18,2,14.44,0,1976,4,9.77,0,1
TXN-00003419,52.63,education,21,2,22.08,0,335,5,8.58,0,0
TXN-00003420,51.4,travel,0,5,13.73,0,1433,9,24.52,1,1
TXN-00003421,21.82,travel,21,1,2.7,0,33,3,54.1,0,1
TXN-00003422,6.5,jewelry,9,6,11.33,0,1595,2,11.36,1,0
